cat_subid,cat_sub_name,catid,path
11036695,Đồ nội thất,11036670,Đồ-nội-thất-cat.11036670.11036695
11036717,Trang trí nhà cửa,11036670,Trang-trí-nhà-cửa-cat.11036670.11036717
11036732,Dụng cụ & Thiết bị tiện ích,11036670,Dụng-cụ-Thiết-bị-tiện-ích-cat.11036670.11036732
11036748,Đồ dùng nhà bếp và hộp đựng thực phẩm,11036670,Đồ-dùng-nhà-bếp-và-hộp-đựng-thực-phẩm-cat.11036670.11036748
11036760,Đèn,11036670,Đèn-cat.11036670.11036760
11036776,Ngoài trời & Sân vườn,11036670,Ngoài-trời-Sân-vườn-cat.11036670.11036776
11036671,Đồ dùng phòng tắm,11036670,Đồ-dùng-phòng-tắm-cat.11036670.11036671
11111670,Vật phẩm thờ cúng,11036670,Vật-phẩm-thờ-cúng-cat.11036670.11111670
11111669,Đồ trang trí tiệc,11036670,Đồ-trang-trí-tiệc-cat.11036670.11111669
11111665,Chăm sóc nhà cửa và giặt ủi,11036670,Chăm-sóc-nhà-cửa-và-giặt-ủi-cat.11036670.11111665
11111668,Sắp xếp nhà cửa,11036670,Sắp-xếp-nhà-cửa-cat.11036670.11111668
11111666,Dụng cụ pha chế,11036670,Dụng-cụ-pha-chế-cat.11036670.11111666
11111664,Tinh dầu thơm phòng,11036670,Tinh-dầu-thơm-phòng-cat.11036670.11111664
11111667,Đồ dùng phòng ăn,11036670,Đồ-dùng-phòng-ăn-cat.11036670.11111667
11035955,Máy Tính Bàn,11035954,Máy-Tính-Bàn-cat.11035954.11035955
11035961,Màn Hình,11035954,Màn-Hình-cat.11035954.11035961
11035962,Linh Kiện Máy Tính,11035954,Linh-Kiện-Máy-Tính-cat.11035954.11035962
11035975,Thiết Bị Lưu Trữ,11035954,Thiết-Bị-Lưu-Trữ-cat.11035954.11035975
11035983,Thiết Bị Mạng,11035954,Thiết-Bị-Mạng-cat.11035954.11035983
11035993,"Máy In, Máy Scan & Máy Chiếu",11035954,Máy-In-Máy-Scan-Máy-Chiếu-cat.11035954.11035993
11036000,Phụ Kiện Máy Tính,11035954,Phụ-Kiện-Máy-Tính-cat.11035954.11036000
11036015,Laptop,11035954,Laptop-cat.11035954.11036015
11036016,Khác,11035954,Khác-cat.11035954.11036016
11036023,Gaming,11035954,Gaming-cat.11035954.11036023
11036328,Chăm sóc da mặt,11036279,Chăm-sóc-da-mặt-cat.11036279.11036328
11036280,Tắm & chăm sóc cơ thể,11036279,Tắm-chăm-sóc-cơ-thể-cat.11036279.11036280
11036314,Trang điểm,11036279,Trang-điểm-cat.11036279.11036314
11036297,Chăm sóc tóc,11036279,Chăm-sóc-tóc-cat.11036279.11036297
11036321,Dụng cụ & Phụ kiện Làm đẹp,11036279,Dụng-cụ-Phụ-kiện-Làm-đẹp-cat.11036279.11036321
11111646,Vệ sinh răng miệng,11036279,Vệ-sinh-răng-miệng-cat.11036279.11111646
11036310,Nước hoa,11036279,Nước-hoa-cat.11036279.11036310
11036304,Chăm sóc nam giới,11036279,Chăm-sóc-nam-giới-cat.11036279.11036304
11036344,Khác,11036279,Khác-cat.11036279.11036344
11111647,Chăm sóc phụ nữ,11036279,Chăm-sóc-phụ-nữ-cat.11036279.11111647
11036343,Bộ sản phẩm làm đẹp,11036279,Bộ-sản-phẩm-làm-đẹp-cat.11036279.11036343
11036102,Máy ảnh - Máy quay phim,11036101,Máy-ảnh-Máy-quay-phim-cat.11036101.11036102
11036109,Camera giám sát & Camera hệ thống,11036101,Camera-giám-sát-Camera-hệ-thống-cat.11036101.11036109
11036114,Thẻ nhớ,11036101,Thẻ-nhớ-cat.11036101.11036114
11036115,Ống kính,11036101,Ống-kính-cat.11036101.11036115
11036119,Phụ kiện máy ảnh,11036101,Phụ-kiện-máy-ảnh-cat.11036101.11036119
11036129,Máy bay camera & Phụ kiện,11036101,Máy-bay-camera-Phụ-kiện-cat.11036101.11036129
11036352,Vật tư y tế,11036345,Vật-tư-y-tế-cat.11036345.11036352
11036373,Chống muỗi & xua đuổi côn trùng,11036345,Chống-muỗi-xua-đuổi-côn-trùng-cat.11036345.11036373
11036346,Thực phẩm chức năng,11036345,Thực-phẩm-chức-năng-cat.11036345.11036346
11036370,Tã người lớn,11036345,Tã-người-lớn-cat.11036345.11036370
11036348,Hỗ trợ làm đẹp,11036345,Hỗ-trợ-làm-đẹp-cat.11036345.11036348
11036375,Hỗ trợ tình dục,11036345,Hỗ-trợ-tình-dục-cat.11036345.11036375
11036372,Dụng cụ massage và trị liệu,11036345,Dụng-cụ-massage-và-trị-liệu-cat.11036345.11036372
11036381,Khác,11036345,Khác-cat.11036345.11036381
11035789,Đồng Hồ Nam,11035788,Đồng-Hồ-Nam-cat.11035788.11035789
11035790,Đồng Hồ Nữ,11035788,Đồng-Hồ-Nữ-cat.11035788.11035790
11035791,Bộ Đồng Hồ & Đồng Hồ Cặp,11035788,Bộ-Đồng-Hồ-Đồng-Hồ-Cặp-cat.11035788.11035791
11035792,Đồng Hồ Trẻ Em,11035788,Đồng-Hồ-Trẻ-Em-cat.11035788.11035792
11035793,Phụ Kiện Đồng Hồ,11035788,Phụ-Kiện-Đồng-Hồ-cat.11035788.11035793
11035800,Khác,11035788,Khác-cat.11035788.11035800
11035826,Bốt,11035825,Bốt-cat.11035825.11035826
11035830,Giày Thể Thao/ Sneaker,11035825,Giày-Thể-Thao-Sneaker-cat.11035825.11035830
11035831,Giày Đế Bằng,11035825,Giày-Đế-Bằng-cat.11035825.11035831
11035837,Giày Cao Gót,11035825,Giày-Cao-Gót-cat.11035825.11035837
11035838,Giày Đế Xuồng,11035825,Giày-Đế-Xuồng-cat.11035825.11035838
11035839,Xăng-đan Và Dép,11035825,Xăng-đan-Và-Dép-cat.11035825.11035839
11035845,Phụ Kiện Giày,11035825,Phụ-Kiện-Giày-cat.11035825.11035845
11035852,Giày Khác,11035825,Giày-Khác-cat.11035825.11035852
11035802,Bốt,11035801,Bốt-cat.11035801.11035802
11035807,Giày Thể Thao/ Sneakers,11035801,Giày-Thể-Thao-Sneakers-cat.11035801.11035807
11035808,Giày Sục,11035801,Giày-Sục-cat.11035801.11035808
11035809,Giày Tây Lười,11035801,Giày-Tây-Lười-cat.11035801.11035809
11035810,Giày Oxfords & Giày Buộc Dây,11035801,Giày-Oxfords-Giày-Buộc-Dây-cat.11035801.11035810
11035811,Xăng-đan và Dép,11035801,Xăng-đan-và-Dép-cat.11035801.11035811
11035817,Phụ kiện giày dép,11035801,Phụ-kiện-giày-dép-cat.11035801.11035817
11035824,Khác,11035801,Khác-cat.11035801.11035824
11035762,Ba Lô Nữ,11035761,Ba-Lô-Nữ-cat.11035761.11035762
11035763,Cặp Laptop,11035761,Cặp-Laptop-cat.11035761.11035763
11035768,Ví Dự Tiệc & Ví Cầm Tay,11035761,Ví-Dự-Tiệc-Ví-Cầm-Tay-cat.11035761.11035768
11035769,Túi Đeo Hông & Túi Đeo Ngực,11035761,Túi-Đeo-Hông-Túi-Đeo-Ngực-cat.11035761.11035769
11035770,Túi Tote,11035761,Túi-Tote-cat.11035761.11035770
11035771,Túi Quai Xách,11035761,Túi-Quai-Xách-cat.11035761.11035771
11035772,Túi Đeo Chéo & Túi Đeo Vai,11035761,Túi-Đeo-Chéo-Túi-Đeo-Vai-cat.11035761.11035772
11035773,Ví/Bóp Nữ,11035761,Ví-Bóp-Nữ-cat.11035761.11035773
11035780,Phụ Kiện Túi,11035761,Phụ-Kiện-Túi-cat.11035761.11035780
11035787,Khác,11035761,Khác-cat.11035761.11035787
11036972,Đồ gia dụng nhà bếp,11036971,Đồ-gia-dụng-nhà-bếp-cat.11036971.11036972
11036990,Đồ gia dụng lớn,11036971,Đồ-gia-dụng-lớn-cat.11036971.11036990
11037000,Máy hút bụi & Thiết bị làm sạch,11036971,Máy-hút-bụi-Thiết-bị-làm-sạch-cat.11036971.11037000
11037007,Quạt & Máy nóng lạnh,11036971,Quạt-Máy-nóng-lạnh-cat.11036971.11037007
11037016,Thiết bị chăm sóc quần áo,11036971,Thiết-bị-chăm-sóc-quần-áo-cat.11036971.11037016
11037023,Khác,11036971,Khác-cat.11036971.11037023
11111623,"Máy xay, ép, máy đánh trứng trộn bột, máy xay thực phẩm",11036971,Máy-xay-ép-máy-đánh-trứng-trộn-bột-máy-xay-thực-phẩm-cat.11036971.11111623
11111620,Bếp điện,11036971,Bếp-điện-cat.11036971.11111620
11035854,Nhẫn,11035853,Nhẫn-cat.11035853.11035854
11035855,Bông tai,11035853,Bông-tai-cat.11035853.11035855
11035856,Khăn choàng,11035853,Khăn-choàng-cat.11035853.11035856
11035857,Găng tay,11035853,Găng-tay-cat.11035853.11035857
11035858,Phụ kiện tóc,11035853,Phụ-kiện-tóc-cat.11035853.11035858
11035865,Vòng tay & Lắc tay,11035853,Vòng-tay-Lắc-tay-cat.11035853.11035865
11035866,Lắc chân,11035853,Lắc-chân-cat.11035853.11035866
11035867,Mũ,11035853,Mũ-cat.11035853.11035867
11035868,Dây chuyền,11035853,Dây-chuyền-cat.11035853.11035868
11035869,Kính mắt,11035853,Kính-mắt-cat.11035853.11035869
11035874,Kim loại quý,11035853,Kim-loại-quý-cat.11035853.11035874
11035880,Thắt lưng,11035853,Thắt-lưng-cat.11035853.11035880
11035881,Cà vạt & Nơ cổ,11035853,Cà-vạt-Nơ-cổ-cat.11035853.11035881
11035882,Phụ kiện thêm,11035853,Phụ-kiện-thêm-cat.11035853.11035882
11035891,Bộ phụ kiện,11035853,Bộ-phụ-kiện-cat.11035853.11035891
11035892,Khác,11035853,Khác-cat.11035853.11035892
11035893,Vớ/ Tất,11035853,Vớ-Tất-cat.11035853.11035893
11035897,Ô/Dù,11035853,Ô-Dù-cat.11035853.11035897
11035479,Vali,11035478,Vali-cat.11035478.11035479
11035487,Túi du lịch,11035478,Túi-du-lịch-cat.11035478.11035487
11035492,Phụ kiện du lịch,11035478,Phụ-kiện-du-lịch-cat.11035478.11035492
11035503,Dụng Cụ Thể Thao & Dã Ngoại,11035478,Dụng-Cụ-Thể-Thao-Dã-Ngoại-cat.11035478.11035503
11035531,Giày Thể Thao,11035478,Giày-Thể-Thao-cat.11035478.11035531
11035543,Thời Trang Thể Thao & Dã Ngoại,11035478,Thời-Trang-Thể-Thao-Dã-Ngoại-cat.11035478.11035543
11035553,Phụ Kiện Thể Thao & Dã Ngoại,11035478,Phụ-Kiện-Thể-Thao-Dã-Ngoại-cat.11035478.11035553
11035566,Khác,11035478,Khác-cat.11035478.11035566
11036532,Đồ ăn vặt,11036525,Đồ-ăn-vặt-cat.11036525.11036532
11036526,Đồ chế biến sẵn,11036525,Đồ-chế-biến-sẵn-cat.11036525.11036526
11036544,Nhu yếu phẩm,11036525,Nhu-yếu-phẩm-cat.11036525.11036544
11036552,Nguyên liệu nấu ăn,11036525,Nguyên-liệu-nấu-ăn-cat.11036525.11036552
11036562,Đồ làm bánh,11036525,Đồ-làm-bánh-cat.11036525.11036562
11036591,Sữa - trứng,11036525,Sữa-trứng-cat.11036525.11036591
11036576,Đồ uống,11036525,Đồ-uống-cat.11036525.11036576
11036570,Ngũ cốc & mứt,11036525,Ngũ-cốc-mứt-cat.11036525.11036570
11036611,Các loại bánh,11036525,Các-loại-bánh-cat.11036525.11036611
11036616,Đồ uống có cồn,11036525,Đồ-uống-có-cồn-cat.11036525.11036616
11036622,Bộ quà tặng,11036525,Bộ-quà-tặng-cat.11036525.11036622
11036601,Thực phẩm tươi sống và thực phẩm đông lạnh,11036525,Thực-phẩm-tươi-sống-và-thực-phẩm-đông-lạnh-cat.11036525.11036601
11036623,Khác,11036525,Khác-cat.11036525.11036623
11036794,"Xe đạp, xe điện",11036793,Xe-đạp-xe-điện-cat.11036793.11036794
11036804,"Mô tô, xe máy",11036793,Mô-tô-xe-máy-cat.11036793.11036804
11036811,Xe Ô tô,11036793,Xe-Ô-tô-cat.11036793.11036811
11036817,Mũ bảo hiểm,11036793,Mũ-bảo-hiểm-cat.11036793.11036817
11036824,Phụ kiện xe máy,11036793,Phụ-kiện-xe-máy-cat.11036793.11036824
11036846,Phụ kiện xe đạp,11036793,Phụ-kiện-xe-đạp-cat.11036793.11036846
11108984,Phụ kiện bên trong ô tô,11036793,Phụ-kiện-bên-trong-ô-tô-cat.11036793.11108984
11108967,Dầu nhớt & dầu nhờn,11036793,Dầu-nhớt-dầu-nhờn-cat.11036793.11108967
11109015,Phụ tùng ô tô,11036793,Phụ-tùng-ô-tô-cat.11036793.11109015
11108953,Phụ tùng xe máy,11036793,Phụ-tùng-xe-máy-cat.11036793.11108953
11109002,Phụ kiện bên ngoài ô tô,11036793,Phụ-kiện-bên-ngoài-ô-tô-cat.11036793.11109002
11108974,Chăm sóc ô tô,11036793,Chăm-sóc-ô-tô-cat.11036793.11108974
11116267,Dịch vụ cho xe,11036793,Dịch-vụ-cho-xe-cat.11036793.11116267
11108503,Sách Tiếng Việt,11036863,Sách-Tiếng-Việt-cat.11036863.11108503
11108540,Sách ngoại văn,11036863,Sách-ngoại-văn-cat.11036863.11108540
11108576,Gói Quà,11036863,Gói-Quà-cat.11036863.11108576
11108584,Bút viết,11036863,Bút-viết-cat.11036863.11108584
11108591,Dụng cụ học sinh & văn phòng,11036863,Dụng-cụ-học-sinh-văn-phòng-cat.11036863.11108591
11108635,"Màu, Họa Cụ và Đồ Thủ Công",11036863,Màu-Họa-Cụ-và-Đồ-Thủ-Công-cat.11036863.11108635
11108610,Sổ và Giấy Các Loại,11036863,Sổ-và-Giấy-Các-Loại-cat.11036863.11108610
11036914,Quà Lưu Niệm,11036863,Quà-Lưu-Niệm-cat.11036863.11036914
11108624,Nhạc cụ và phụ kiện âm nhạc,11036863,Nhạc-cụ-và-phụ-kiện-âm-nhạc-cat.11036863.11108624
11035742,Ba Lô Nam,11035741,Ba-Lô-Nam-cat.11035741.11035742
11035743,Ba Lô Laptop Nam,11035741,Ba-Lô-Laptop-Nam-cat.11035741.11035743
11035744,Túi & Cặp Đựng Laptop,11035741,Túi-Cặp-Đựng-Laptop-cat.11035741.11035744
11035747,Túi Chống Sốc Laptop Nam,11035741,Túi-Chống-Sốc-Laptop-Nam-cat.11035741.11035747
11035748,Túi Tote Nam,11035741,Túi-Tote-Nam-cat.11035741.11035748
11035749,Cặp Xách Công Sở Nam,11035741,Cặp-Xách-Công-Sở-Nam-cat.11035741.11035749
11035750,Ví Cầm Tay Nam,11035741,Ví-Cầm-Tay-Nam-cat.11035741.11035750
11035751,Túi Đeo Hông & Túi Đeo Ngực Nam,11035741,Túi-Đeo-Hông-Túi-Đeo-Ngực-Nam-cat.11035741.11035751
11035752,Túi Đeo Chéo Nam,11035741,Túi-Đeo-Chéo-Nam-cat.11035741.11035752
11035753,Bóp/Ví Nam,11035741,Bóp-Ví-Nam-cat.11035741.11035753
11035760,Khác,11035741,Khác-cat.11035741.11035760
11036418,Trang phục bé trai,11036382,Trang-phục-bé-trai-cat.11036382.11036418
11036438,Trang phục bé gái,11036382,Trang-phục-bé-gái-cat.11036382.11036438
11036461,Giày dép bé trai,11036382,Giày-dép-bé-trai-cat.11036382.11036461
11036469,Giày dép bé gái,11036382,Giày-dép-bé-gái-cat.11036382.11036469
11036477,Khác,11036382,Khác-cat.11036382.11036477
11036383,Quần áo em bé,11036382,Quần-áo-em-bé-cat.11036382.11036383
11036396,Giày tập đi & Tất sơ sinh,11036382,Giày-tập-đi-Tất-sơ-sinh-cat.11036382.11036396
11036397,Phụ kiện trẻ em,11036382,Phụ-kiện-trẻ-em-cat.11036382.11036397
11036933,Sở thích & Sưu tầm,11036932,Sở-thích-Sưu-tầm-cat.11036932.11036933
11036939,Đồ chơi giải trí,11036932,Đồ-chơi-giải-trí-cat.11036932.11036939
11036946,Đồ chơi giáo dục,11036932,Đồ-chơi-giáo-dục-cat.11036932.11036946
11036954,Đồ chơi cho trẻ sơ sinh & trẻ nhỏ,11036932,Đồ-chơi-cho-trẻ-sơ-sinh-trẻ-nhỏ-cat.11036932.11036954
11036960,Đồ chơi vận động & ngoài trời,11036932,Đồ-chơi-vận-động-ngoài-trời-cat.11036932.11036960
11036966,Búp bê & Đồ chơi nhồi bông,11036932,Búp-bê-Đồ-chơi-nhồi-bông-cat.11036932.11036966
11036625,Giặt giũ & Chăm sóc nhà cửa,11036624,Giặt-giũ-Chăm-sóc-nhà-cửa-cat.11036624.11036625
11036634,"Giấy vệ sinh, khăn giấy",11036624,Giấy-vệ-sinh-khăn-giấy-cat.11036624.11036634
11036639,Vệ sinh nhà cửa,11036624,Vệ-sinh-nhà-cửa-cat.11036624.11036639
11036647,Vệ sinh bát đĩa,11036624,Vệ-sinh-bát-đĩa-cat.11036624.11036647
11036649,Dụng cụ vệ sinh,11036624,Dụng-cụ-vệ-sinh-cat.11036624.11036649
11036654,"Chất khử mùi, làm thơm",11036624,Chất-khử-mùi-làm-thơm-cat.11036624.11036654
11036660,Thuốc diệt côn trùng,11036624,Thuốc-diệt-côn-trùng-cat.11036624.11036660
11036664,"Túi, màng bọc thực phẩm",11036624,Túi-màng-bọc-thực-phẩm-cat.11036624.11036664
11036668,"Bao bì, túi đựng rác",11036624,Bao-bì-túi-đựng-rác-cat.11036624.11036668
11036479,Thức ăn cho thú cưng,11036478,Thức-ăn-cho-thú-cưng-cat.11036478.11036479
11036490,Phụ kiện cho thú cưng,11036478,Phụ-kiện-cho-thú-cưng-cat.11036478.11036490
11036498,Vệ sinh cho thú cưng,11036478,Vệ-sinh-cho-thú-cưng-cat.11036478.11036498
11036510,Quần áo thú cưng,11036478,Quần-áo-thú-cưng-cat.11036478.11036510
11036519,Chăm sóc sức khỏe,11036478,Chăm-sóc-sức-khỏe-cat.11036478.11036519
11116223,Làm đẹp cho thú cưng,11036478,Làm-đẹp-cho-thú-cưng-cat.11036478.11116223
11036524,Khác,11036478,Khác-cat.11036478.11036524
11035905,Nhà hàng & Ăn uống,11035898,Nhà-hàng-Ăn-uống-cat.11035898.11035905
11035899,Sự kiện & Giải trí,11035898,Sự-kiện-Giải-trí-cat.11035898.11035899
11035931,Nạp tiền tài khoản,11035898,Nạp-tiền-tài-khoản-cat.11035898.11035931
11035922,Sức khỏe & Làm đẹp,11035898,Sức-khỏe-Làm-đẹp-cat.11035898.11035922
11035929,Gọi xe,11035898,Gọi-xe-cat.11035898.11035929
11035930,Khóa học,11035898,Khóa-học-cat.11035898.11035930
11035936,Du lịch & Khách sạn,11035898,Du-lịch-Khách-sạn-cat.11035898.11035936
11035909,Mua sắm,11035898,Mua-sắm-cat.11035898.11035909
11035949,Mã quà tặng Shopee,11035898,Mã-quà-tặng-Shopee-cat.11035898.11035949
11035913,Thanh toán hóa đơn,11035898,Thanh-toán-hóa-đơn-cat.11035898.11035913
11035914,Dịch vụ khác,11035898,Dịch-vụ-khác-cat.11035898.11035914
11116487,Dụng cụ cầm tay,11116484,Dụng-cụ-cầm-tay-cat.11116484.11116487
11116485,Dụng cụ điện và thiết bị lớn,11116484,Dụng-cụ-điện-và-thiết-bị-lớn-cat.11116484.11116485
11116489,Thiết bị mạch điện,11116484,Thiết-bị-mạch-điện-cat.11116484.11116489
11116488,Vật liệu xây dựng,11116484,Vật-liệu-xây-dựng-cat.11116484.11116488
11116486,Thiết bị và phụ kiện xây dựng,11116484,Thiết-bị-và-phụ-kiện-xây-dựng-cat.11116484.11116486
