shopid,shop_name,shop_location,shop_rating,shopee_verified,Shopdacbiet,Shopxuhuong
84065173,MỨT DỪA SẠCH NHÀ LÀM CÔ VUI,Trà Vinh,4.920089,False,0.0,0.0
50229575,RUVASK,TP. Hồ Chí Minh,4.887771,False,0.0,0.0
494267954,Tây Nguyên Food - Việt Nam,TP. Hồ Chí Minh,4.935507,True,0.0,1.0
296111248,Bí Đỏ - Healthy Food,TP. Hồ Chí Minh,4.95331,True,0.0,0.0
33461228,Tuna Healthy Food HCM,TP. Hồ Chí Minh,4.96258,True,0.0,1.0
639703167,Bánh Mì Gạch Đỏ Store,TP. Hồ Chí Minh,4.924489,True,0.0,1.0
205230471,GẠO LỨT - TÍN THẢO,Cần Thơ,4.923497,False,0.0,0.0
48223833,Mật Ong Miele ,TP. Hồ Chí Minh,4.963255,False,0.0,0.0
238881071,Nguyên Liệu Tân Phú,TP. Hồ Chí Minh,4.932583,True,1.0,1.0
292110080,BISO MART,Hà Nội,4.817227,False,1.0,0.0
11476636,binminfood,Lào Cai,4.671853,False,1.0,0.0
33238944,1500mcoffee,Lâm Đồng,4.961071,False,0.0,0.0
174943105,Eat Clean Food -Thực phẩm sạch,Hà Nội,4.913825,True,0.0,0.0
698508789,Here Food St,Hà Nội,4.887598,False,0.0,0.0
241270084,LaFresh Đà Lạt,TP. Hồ Chí Minh,4.91256,True,0.0,1.0
875881190,Sol Sol House,TP. Hồ Chí Minh,4.852349,True,0.0,0.0
7884912,Lanna Store,TP. Hồ Chí Minh,4.940901,True,0.0,0.0
27337338,rom30191,TP. Hồ Chí Minh,4.92796,True,0.0,0.0
82303602,trasua888,Hà Nội,4.896898,False,0.0,0.0
74670232,VietTin Mart,TP. Hồ Chí Minh,4.827102,False,0.0,0.0
442736311,PLAY Nutrition Hà Nội,Hà Nội,4.882992,False,0.0,0.0
80400541,CHI MAI - STORE,TP. Hồ Chí Minh,4.962285,True,0.0,0.0
82347655,NAKUSO,Đà Nẵng,4.934087,False,0.0,0.0
406947133,bachhoacuathanh,Hà Nội,4.896081,True,1.0,0.0
89274253,Hana Ban Mê,Đắk Lắk,4.937301,True,0.0,1.0
560730924,DailyFood Việt Nam,Hà Nội,4.897135,True,0.0,0.0
235623639,Beemo Official,TP. Hồ Chí Minh,4.962731,False,0.0,0.0
168591214,HeBekery Food Store,TP. Hồ Chí Minh,4.958157,False,1.0,1.0
133027053,CÔNG TY TNHH V&V,TP. Hồ Chí Minh,4.915346,False,0.0,0.0
28704625,Gateau.healthy,TP. Hồ Chí Minh,4.930718,False,1.0,1.0
485892885,Saffron Kingdom Herb Official,TP. Hồ Chí Minh,4.961219,False,0.0,0.0
83041101,Bánh Gạo Lức HelloRice,TP. Hồ Chí Minh,4.93,False,1.0,0.0
785432877,Góc Của Dâu,TP. Hồ Chí Minh,4.856211,True,0.0,0.0
90230231,Bột Gạo Lứt Như Ý Organic,Kon Tum,4.801394,False,0.0,0.0
76980647,GABI - Baking and More,Hà Nội,4.949836,True,0.0,1.0
221472016,Kyotosho Hàng Nhật nội địa,Hà Nội,4.950774,True,0.0,1.0
78583468,Chicky_shop,TP. Hồ Chí Minh,4.927255,False,0.0,0.0
309929726,Thống Nhất Store,TP. Hồ Chí Minh,4.604183,False,1.0,0.0
310819413,ANDROS,TP. Hồ Chí Minh,4.92418,False,0.0,0.0
54984608,Hạt chia yến mạch úc mỹ,TP. Hồ Chí Minh,4.922586,True,0.0,0.0
45494407,Tiệm_Tạp_Hóa_247,Hà Nội,4.847803,False,1.0,0.0
174563514,HONEYLAND OFFICIAL,TP. Hồ Chí Minh,4.971411,False,0.0,0.0
174568351,Trà Sữa Lộc Vàng,TP. Hồ Chí Minh,4.953929,True,0.0,0.0
108166524,Nestlé Chính hãng,TP. Hồ Chí Minh,4.930059,False,0.0,0.0
285331799,Trà hoa Hailily,TP. Hồ Chí Minh,4.947714,True,1.0,0.0
69792537,Shop ViệtHương Sỉ Lẻ Tiêu Dùng,TP. Hồ Chí Minh,4.920216,True,1.0,0.0
135800761,Nguyên liệu trà sữa Cricket,TP. Hồ Chí Minh,4.943615,True,0.0,0.0
8281818,BON SHOP 2017,Hà Nội,4.745397,True,0.0,0.0
158332483,Goce Việt Nam,TP. Hồ Chí Minh,4.912719,False,0.0,0.0
69681863,Trà Mãng Cầu Xiêm Nguyễn Đẹp,Vĩnh Long,4.922386,True,0.0,0.0
8824057,SÀI GÒN ĐẶC SẢN,TP. Hồ Chí Minh,4.937886,True,0.0,0.0
240259125,greenwayfood,Hà Nội,4.931617,True,1.0,0.0
61051932,Làm Đẹp An Toàn 100%,Hà Nội,4.881838,True,0.0,0.0
69552082,Su cosmetic1109,TP. Hồ Chí Minh,4.965358,True,0.0,0.0
42987330,Mầm Đậu Nành Nghệ Giá Xưởng,TP. Hồ Chí Minh,4.869303,True,1.0,0.0
37729519,Nguyên Liệu Thiên Trường,TP. Hồ Chí Minh,4.92533,True,1.0,0.0
202802307,Cafe_Mart,TP. Hồ Chí Minh,4.96528,True,0.0,0.0
1250459,Trang TaeNy - Đồ làm bánh,Hà Nội,4.947761,True,0.0,0.0
587542139,SIÊU THỊ THẢO MỘC,TP. Hồ Chí Minh,4.929982,True,0.0,0.0
65579264,Ăn Vặt Nhập Khẩu Cao Cấp,Hà Nội,4.934968,False,1.0,0.0
55718056,The Garden Tea & Coffee,Hà Nam,4.863583,False,0.0,0.0
108155903,Thảo dược hạnh nguyên,Hà Nội,4.888638,True,0.0,1.0
342955132,Gờ Cafe,TP. Hồ Chí Minh,4.958478,True,0.0,1.0
121336341,CÂY THUỐC QUÝ CÀ GAI LEO,TP. Hồ Chí Minh,4.943148,True,0.0,0.0
288178895,Eat Clean Mart,TP. Hồ Chí Minh,4.799869,True,1.0,0.0
45646193,Good Day Store,TP. Hồ Chí Minh,4.939307,True,0.0,0.0
226799457,Idocean Flagship Store,TP. Hồ Chí Minh,4.951275,False,0.0,0.0
121512608,KHO NGUYÊN LIỆU THƯ HÀ,Hà Nội,4.90903,True,0.0,0.0
271204904,Kho Thảo Dược 24h,TP. Hồ Chí Minh,4.778192,True,0.0,0.0
334202996,NoFa Healthy Food,Hà Nội,4.967031,True,0.0,1.0
293269030,Siêu Thị Thiên Nhiên ,Hà Nội,4.875744,False,1.0,0.0
278100765,BẾP CỦA MẸ ONICI,TP. Hồ Chí Minh,4.930565,False,0.0,0.0
102102890,TheCoffeeHouse_OfficialStore,TP. Hồ Chí Minh,4.926028,False,0.0,0.0
320139659,Mộc Shop_Siêu Thị Thảo Mộc,Hà Nội,4.905624,True,0.0,0.0
341847614,Bột Làm Kem Tươi ThucPham.com,Hà Nội,4.938082,True,0.0,0.0
13917503,trasuasodasuper,TP. Hồ Chí Minh,4.91937,False,0.0,0.0
292114584,TẠP HÓA TABI,Hà Nội,4.699794,True,0.0,0.0
229667054,Trà Hoa Cúc Vàng,Hà Nội,4.944322,True,0.0,0.0
199252071,Bách hóa làm bánh,Đà Nẵng,4.906012,False,1.0,0.0
68760220,Lòng Đỏ Trứng Muối - HAI DANH,TP. Hồ Chí Minh,4.957901,True,0.0,0.0
23523716,Kimmy Mỹ Phẩm,TP. Hồ Chí Minh,4.936023,True,0.0,0.0
306186201,nguyenlieuvyvy,TP. Hồ Chí Minh,4.950509,True,1.0,0.0
13434354,abysh0p,TP. Hồ Chí Minh,4.920967,True,0.0,1.0
38343885,Quà Tặng-Thực Phẩm Nga Hà Nôi,Hà Nội,4.816964,False,0.0,0.0
88477589,boyomart.vn,Hà Nội,4.904838,True,1.0,0.0
48855888,Yumeifoods Vietnam,TP. Hồ Chí Minh,4.952013,True,0.0,0.0
62968905,Bánh Yêu,TP. Hồ Chí Minh,4.91805,True,0.0,0.0
84994248,Sữa Mộc Châu Đại Kim Hoàng Mai,Hà Nội,4.946594,True,1.0,0.0
42004863,huyenpi.kul,Hà Nội,4.837013,True,0.0,0.0
915815268,Nutifood GrowPLUS Official ,,4.849099,False,0.0,0.0
38105996,KHO SỈ RONG BIỂN NHẬP KHẨU HQ,Hà Nội,4.941023,True,1.0,0.0
19109433,Sua_Bim_Ha_Linh,Hà Nội,4.92256,True,1.0,0.0
103583800,Kem aice giá rẻ(kem haidilao),TP. Hồ Chí Minh,4.978723,True,0.0,0.0
380560894,phương lê shop,TP. Hồ Chí Minh,4.709375,False,0.0,0.0
174085054,The Fermentation Supply Shop,TP. Hồ Chí Minh,4.976406,True,1.0,0.0
33788810,ỚT BỘT HÀN QUỐC,Hà Nội,4.924749,True,0.0,1.0
60853163,Ơ Diêng Store,Vĩnh Long,4.87262,True,0.0,1.0
380939352,BonShop_Đồ Làm Bánh,Hà Nội,4.911642,True,1.0,0.0
265295219,Quà Tặng Thực Phẩm Nga,Hà Nội,4.670701,False,0.0,0.0
471963686,An Han Mart,Hà Nội,4.961168,True,0.0,0.0
137472227,danashopsaigon,TP. Hồ Chí Minh,4.941621,False,0.0,1.0
257407963,TỔNG KHO LÂM ANH,Hà Nội,4.909783,True,0.0,0.0
135890280, Fonterra Official Store,TP. Hồ Chí Minh,4.919004,False,0.0,0.0
218287270,kokomart,TP. Hồ Chí Minh,4.947609,True,0.0,1.0
639673459,Gian Hàng Ensure Chính Hãng,Bắc Ninh,4.931273,False,0.0,0.0
18028943,TotoMart - Thực phẩm Hàn Quốc,TP. Hồ Chí Minh,4.948202,True,0.0,1.0
93261582,Gia Vị Ẩm Thực Trung Quốc 199,Hà Nội,4.914659,True,0.0,1.0
25874121,huyendu2712 - Dụng cụ làm bánh,Hà Nội,4.920838,True,0.0,1.0
9043257,benkidsiucon,Hà Nội,4.927023,True,1.0,0.0
161551610,Bách hoá sỉ lẻ Bích Liên Dương,TP. Hồ Chí Minh,4.844232,True,0.0,0.0
26018735,Hana Cake,Hà Nội,4.906335,False,0.0,0.0
38240537,Siêu Thị Phụ Liệu Ngành Bánh ,Hà Nội,4.857962,True,1.0,1.0
182411967,K  Shop,TP. Hồ Chí Minh,4.908107,True,1.0,0.0
47263677,LoxyKids,An Giang,4.919232,True,1.0,0.0
16390060,Thuhella- Đồ làm bánh giá rẻ,Hà Nội,4.909874,True,1.0,1.0
240997411,Đồ Làm Bánh Bảo An ,Hà Nội,4.841087,True,0.0,0.0
91707071,bottronsanmikko,TP. Hồ Chí Minh,4.915821,False,1.0,0.0
35908762,MÈO MY STORE,TP. Hồ Chí Minh,4.922057,True,1.0,0.0
16623149,BÁCH HÓA KHUÔN RAU CÂU,Hà Nội,4.899193,False,1.0,0.0
302465182,Gà Rán An Vi,TP. Hồ Chí Minh,4.837294,False,0.0,0.0
357135430,Nguyên Liệu Trà Sữa GiáSỉ,TP. Hồ Chí Minh,4.920623,True,0.0,0.0
16802862,Cream Cookie - Baking Tools,Hà Nội,4.833323,True,1.0,0.0
49766778,HanhQueToi,Hà Nội,4.93219,True,1.0,0.0
19105591,NGUYÊN LIỆU HUYỀNNHI,Hà Nội,4.868809,True,0.0,0.0
130467185,Xanh Shop - Đồ làm bánh,Hà Nội,4.921596,True,1.0,0.0
106430139,KIM STORE - Kho trứng muối ONL,Cần Thơ,4.96876,True,1.0,0.0
2282135,Shop hạt dinh dưỡng,Hà Nội,4.820354,True,0.0,0.0
160068057,NHÀ HỮU CƠ,Hà Nội,4.949833,True,1.0,0.0
36642414,Bếp Mèo Ú,TP. Hồ Chí Minh,4.964974,True,0.0,1.0
869223596,DUCYANG STORE,TP. Hồ Chí Minh,4.931633,True,0.0,0.0
146840965,bob_mart,Hà Nội,4.921419,True,0.0,0.0
12030442,MAY SHOP - Đồ làm bánh,Hà Nội,4.948387,True,0.0,1.0
93522408,Farm24h,TP. Hồ Chí Minh,4.810551,True,1.0,0.0
550834978,Ngọt Baker,Hà Nội,4.893207,True,1.0,0.0
22326604,Diệp Bảo Gia - Đồ Làm Bánh,Hà Nội,4.93583,True,0.0,1.0
172362389,Đồ làm Bánh giá rẻ HN,Hà Nội,4.914388,True,1.0,0.0
5275544,MAY SHOP- Đồ Làm Bánh Cầu Giấy,Hà Nội,4.942425,True,0.0,1.0
89752402,Tạp hoá nhà Bống,Hà Nội,4.941133,True,0.0,0.0
45267870,Bếp mẹ Upin,Thái Nguyên,4.875897,True,0.0,0.0
287260822,Nguyên Liệu Trà Sữa Sohala,TP. Hồ Chí Minh,4.947712,False,0.0,0.0
272963832,Thienbaoanh1,TP. Hồ Chí Minh,4.851473,False,0.0,0.0
39691186,AnnaShopSG,TP. Hồ Chí Minh,4.967067,True,1.0,1.0
160308004,Mắm tép Ba Làng,Thanh Hóa,4.929677,True,1.0,0.0
547798310,ThuyTienfood,Hà Nội,4.739563,False,0.0,0.0
201747077,khoinguyenmart,Hà Nội,4.971566,True,1.0,0.0
29908708,TaphoaorderQA,Hà Nội,4.939652,True,0.0,0.0
85315428,tritin2016,TP. Hồ Chí Minh,4.807575,False,0.0,0.0
505341515,Nha Lam Food VN,Hà Nội,4.891143,False,1.0,0.0
35724545,BachHoaMinhQuan,TP. Hồ Chí Minh,4.941309,True,1.0,0.0
479179230,Gia Dụng Trang Hoàng,Hà Nội,4.783235,True,0.0,1.0
707424749,Ăn Vặt Tiger Food,TP. Hồ Chí Minh,4.814731,True,0.0,0.0
61165898,Tiệm_Lá,Hà Nội,4.838516,True,0.0,0.0
239267402,thucphamchaykhanhan,TP. Hồ Chí Minh,4.959739,True,0.0,0.0
37761329,DLFresh Đặc Sản Đà Lạt,Lâm Đồng,4.888686,True,0.0,0.0
14063555,Hachi Hachi Japan Shop,TP. Hồ Chí Minh,4.957529,False,0.0,0.0
446325335,Nước chấm Thích Cay,TP. Hồ Chí Minh,4.918556,True,0.0,1.0
232873277,Vietlotus Foods ,TP. Hồ Chí Minh,4.909056,True,1.0,1.0
260686876,Trúc Vi Sugar Free,TP. Hồ Chí Minh,4.966196,True,0.0,1.0
65035658,Bách Hóa Nhập Khẩu 24h,TP. Hồ Chí Minh,4.915939,True,0.0,1.0
398858426,ThyAnh Baby,Hà Nội,4.964478,True,0.0,0.0
738001545,HaiYen Foods,Hà Nội,4.803885,True,0.0,0.0
63753960,Tiệm Thuốc Bắc Sài Gòn,TP. Hồ Chí Minh,4.885495,True,0.0,1.0
52800793,Thanh_Thủy Shop,Hà Nội,4.757973,True,1.0,0.0
82212320,Hương vị Đà Lạt - Đặc sản ĐLạt,Lâm Đồng,4.902054,True,0.0,0.0
442293598,DINHGIA.OFFICIAL,TP. Hồ Chí Minh,4.916414,False,0.0,0.0
627104675,Hansik1810,TP. Hồ Chí Minh,4.949749,True,0.0,0.0
104174590,Shop.anvat.98,TP. Hồ Chí Minh,4.77345,True,0.0,0.0
14647884,156mart,TP. Hồ Chí Minh,4.960736,True,0.0,0.0
416993382,tongkho_giavi_aminoshi,Hà Nội,4.914373,True,1.0,0.0
1103696,MĂNG’S SHOP - NÔNG SẢN KHÔ,Hà Nội,4.941452,True,0.0,0.0
83387612,Tanmai_shop2,Hà Nội,4.860925,True,1.0,0.0
215641060,94farm,Đồng Nai,4.85564,True,0.0,1.0
448283460,Lucky_Star_Official _Store,Hà Nội,4.843358,True,1.0,0.0
195967626,Lạp xưởng Khôi Nguyên,Tiền Giang,4.865815,True,0.0,0.0
309820287,Thảo Mộc Thiên Nhiên Nàng Thơ,TP. Hồ Chí Minh,4.909324,False,0.0,0.0
81389370,Bếp Lứt Thực Dưỡng,TP. Hồ Chí Minh,4.978571,True,0.0,0.0
296778982,Hạt Dinh Dưỡng Queen Nuts,Hà Nội,4.910607,True,0.0,1.0
75734757,GREEN HOUSE SHOP,Hà Nội,4.901375,False,1.0,1.0
562941213,Ladoga official store ,Hà Nội,4.840903,False,1.0,0.0
94809189,Orgafood - siêu thị Eatclean,TP. Hồ Chí Minh,4.951636,True,0.0,0.0
94062656,Mon Store - Đồ Mẹ và Bé,Phú Thọ,4.96973,False,0.0,0.0
358413074,ONFOD - THỰC PHẨM HỮU CƠ,Hà Nội,4.955052,False,0.0,0.0
49097903,Chợ Hàng Khô,Hà Nội,4.834203,True,1.0,0.0
62952238,Thiên Tú Store T,TP. Hồ Chí Minh,4.742633,True,0.0,0.0
139294385,Bách hoá Eatclean Healthy,Hà Nội,4.924178,True,1.0,0.0
344841013,Anna Lala Food,Hà Nội,4.81688,True,0.0,1.0
200752454,Chuyên gia ngũ cốc Thanh An,Hà Nội,4.925473,False,0.0,0.0
26373588,taiwanfood - Kho sỉ ăn vặt,Lào Cai,4.853649,True,0.0,0.0
477420189,Bún Ngon,Hà Nội,4.879469,True,0.0,0.0
35322524,Phân Phối Gạo Tuấn Mùi,TP. Hồ Chí Minh,4.928396,True,1.0,0.0
191045073,Tạphoacohai,Bình Dương,3.917417,False,0.0,0.0
31238860,Tổng Kho 3S.HCM,TP. Hồ Chí Minh,4.913131,True,0.0,0.0
157395458,TAP HÓA CÔHAI,Bình Dương,4.113667,True,1.0,0.0
463935238,MÓN ĂN XỨ QUÊ,Bình Định,4.900056,True,1.0,0.0
47283911,NHÀ MỘC 2020,TP. Hồ Chí Minh,4.92208,True,1.0,0.0
297942706,Hạt Ngũ Cốc Dinh Dưỡng NGON SG,TP. Hồ Chí Minh,4.922828,True,1.0,0.0
308302320,Bách Hoá N.Food,TP. Hồ Chí Minh,4.811641,True,0.0,0.0
238291857,HÀNG NHẬT RIBETO GYOMU,TP. Hồ Chí Minh,4.914558,False,1.0,1.0
31267939,GUfoods Official,TP. Hồ Chí Minh,4.951321,False,0.0,0.0
22688837,Mielien,TP. Hồ Chí Minh,4.939475,False,1.0,0.0
74003648,Lùn Con Food,TP. Hồ Chí Minh,4.913603,True,1.0,0.0
757713424,Cô Hầu Food,Tiền Giang,4.847896,False,0.0,0.0
1350719,PACO FOOD-ĂN VẶT BÁNH TRÁNG,TP. Hồ Chí Minh,4.890186,True,0.0,1.0
97420198,Chuyên sỉ đồ ăn vặt trung quốc,Lào Cai,4.862349,True,1.0,0.0
547141991,thị ngọc đồ ăn vặt,Lạng Sơn,4.663793,True,0.0,0.0
419903466,~ Mực Hoàn Hương ~,Hải Phòng,4.853838,False,0.0,1.0
587206920,ThanhTruc Food,Hà Nội,4.817869,True,1.0,0.0
769946840,Phân phối chân gà Chef Biggy,Hà Nội,4.81228,False,0.0,0.0
96767268,Shop ăn vặt Bé Trà,Hà Nội,4.87826,False,0.0,0.0
169432678,nguyenthanh541,TP. Hồ Chí Minh,4.969585,True,1.0,0.0
559868,minhchau8692,Hà Nội,4.906121,True,1.0,0.0
523025686,CNF Đồ Ăn Vặt,TP. Hồ Chí Minh,4.874583,True,1.0,0.0
79699234,Shop Xấu Gái,TP. Hồ Chí Minh,4.935053,False,0.0,0.0
235609019,Lanudo,Hà Nội,4.923369,True,0.0,0.0
840780845,Ăn vặt Tiểu Đồng,TP. Hồ Chí Minh,4.885563,True,0.0,0.0
10078775,Tiệm đồ ăn Nhím Ú,Hà Nội,4.895134,True,0.0,0.0
14597680,HÀNG TIÊU DÙNG NHẬP KHẨU HN,Hà Nội,4.962963,False,0.0,0.0
35270161,Tiệm Ăn Vặt Lê Hương,Hà Nội,4.771099,True,0.0,0.0
44450787,XUÂN CHÂN GÀ,Quảng Ninh,4.678135,False,1.0,0.0
125336252,Cửa hàng HatDac.Com,TP. Hồ Chí Minh,4.903544,True,1.0,0.0
90793703,Chinese food - Đồ ăn Trung Hoa,Hà Nội,4.84509,True,0.0,1.0
265263746,fitpackvn | thực phẩm ăn liền,TP. Hồ Chí Minh,4.958646,True,0.0,1.0
58447313,QuangMinh Shop Ăn Vặt,Hà Nội,4.871908,True,0.0,0.0
355181364,oder_nội địa trung,Lào Cai,4.64602,True,0.0,1.0
15691899,BiBiSTORE Tân Bình,TP. Hồ Chí Minh,4.948477,True,0.0,1.0
62646723,Hưng_Lương.678,TP. Hồ Chí Minh,4.844316,True,1.0,0.0
240821639,Bách Hóa Online Giá Sỉ,TP. Hồ Chí Minh,4.837784,False,1.0,0.0
58757626,Bánh tráng Tâm Trâm An,TP. Hồ Chí Minh,4.873851,True,0.0,0.0
12184438,Tongkhominhnguyen,Cần Thơ,4.796234,False,0.0,0.0
200741706,MonMy.Shop,TP. Hồ Chí Minh,4.75038,True,0.0,0.0
241494081,Ăn Vặt Shop Mẹ Beo,Bình Phước,4.823179,True,1.0,0.0
215043735,anvatavagi,TP. Hồ Chí Minh,4.801062,True,0.0,1.0
160418037,MaMi Food HCM,TP. Hồ Chí Minh,4.826018,True,1.0,0.0
341691463,HUMA - Săn Giá Tốt,Hà Nội,4.89132,True,1.0,0.0
11298272,Trái cây sấy AN NHIÊN,TP. Hồ Chí Minh,4.923428,True,0.0,0.0
7885671,Siisters Official Store,TP. Hồ Chí Minh,4.773387,False,0.0,0.0
98127455,Shophoalananh,Hà Nội,4.777222,False,1.0,0.0
232942109,NÔNG SẢN VIỆT STORE,TP. Hồ Chí Minh,4.82243,False,0.0,0.0
18036842,Ăn vặt nhà Méo,Hà Nội,4.825616,True,0.0,1.0
204799675,TOTA MART,TP. Hồ Chí Minh,4.944188,True,1.0,0.0
130028866,FUTURE  STORE,Hà Nội,4.870382,True,1.0,0.0
11603205,BanhTrangMinhPhat,TP. Hồ Chí Minh,4.527265,False,0.0,0.0
65851647,BẾP MẸ BINBON,Hà Nội,4.767062,False,0.0,1.0
44066254,trangfoodygialai,Gia Lai,4.901248,True,0.0,0.0
38717034,TP Healthy Food,TP. Hồ Chí Minh,4.923583,True,1.0,0.0
152098464,Bánh Tráng Minh Triết,Tây Ninh,4.82095,True,0.0,0.0
23756795,BÁNH TRÁNG TRUNG NGHĨA,Tây Ninh,4.836341,False,0.0,1.0
313173734,BÁNH TRÁNG QUYÊN TÂY NINH,TP. Hồ Chí Minh,4.831795,True,0.0,0.0
393814742,Bếp Nhà Vịt,Thanh Hóa,4.855438,False,0.0,0.0
224179876,Đệ Nhất Khô-Đặc Sản Phan Thiết,Bình Thuận,4.862659,True,0.0,0.0
908156101,Kẹo Không Chua,Hưng Yên,4.72767,True,0.0,1.0
503724065,LiliFood - Trùm Ăn Vặt,TP. Hồ Chí Minh,4.815706,True,0.0,0.0
43030469,Ăn vặt Hà My,Hà Nội,4.827654,True,0.0,0.0
74093702,Zimok Shop,Hà Nội,4.927984,True,1.0,0.0
44151683,GUGOSTAR,TP. Hồ Chí Minh,4.931991,True,0.0,1.0
224487334,Living_on,TP. Hồ Chí Minh,4.898057,True,0.0,1.0
183098949,PLANTVIET- BÓNG BÀN,Hà Nội,4.961934,True,0.0,1.0
202246198,wonderlandhouse.vn,Nước ngoài,4.721773,True,0.0,0.0
490715922,VN-Camping,Hà Nội,4.819873,True,1.0,0.0
165079312,phuonghoapytn,Thái Nguyên,4.749945,True,0.0,0.0
5845862,NAM TRUNG HẢI,TP. Hồ Chí Minh,4.716778,True,0.0,0.0
42583920,HAMOCO DECOR,Hà Nội,4.585366,False,0.0,0.0
190468271,shopcovusaigon,TP. Hồ Chí Minh,4.909091,False,0.0,0.0
324848082,Gấu Trúc Sports,TP. Hồ Chí Minh,4.874332,True,0.0,0.0
191125056,Docauabu,Hà Nội,4.522876,True,1.0,0.0
20763913,Sale.vn,Hà Nội,4.679348,True,0.0,0.0
51439917,Vũ Trường - Camping Dã Ngoại,Hà Nội,4.773442,True,0.0,1.0
522697168,Cá Camping Đồ Đi Phượt,Hà Nội,4.718187,True,1.0,0.0
414041283,V_Sportswear,TP. Hồ Chí Minh,4.899357,True,1.0,0.0
40773017,Nồi Tay Ga HCM,TP. Hồ Chí Minh,4.801193,False,0.0,0.0
594911053,Camping Việt Nam - Cắm Trại,Hà Nội,4.809611,True,1.0,0.0
470459139,Aoki Life,Bình Dương,4.928306,True,1.0,0.0
830149067,Cotrashop,Hà Nội,4.870588,False,0.0,0.0
252481472,kho hàng Anna,TP. Hồ Chí Minh,4.885503,True,0.0,0.0
76219899,highbuying.vn,Nước ngoài,4.69618,True,0.0,0.0
45329804,GIÀY HIỆU XUẤT KHẨU 0868050589,Hà Nội,4.775346,False,0.0,0.0
58630264,Bách Hóa Sáu Lan,TP. Hồ Chí Minh,4.808448,False,0.0,0.0
31393342,IMSPORTS - CHUYÊN ĐỒ CHẠY BỘ,Hà Nội,4.910018,False,0.0,1.0
336527745,Lã Vọng Fishing,Hà Nội,4.871414,True,0.0,0.0
840971584,Đồ Cổ Vũ Nga Tùng,Hà Nội,4.694915,False,0.0,0.0
711271336,Chuyên-Đồ-Bắn-Cá_TieuHongShop,TP. Hồ Chí Minh,4.794547,False,0.0,0.0
49787913,Happier - Mart,TP. Hồ Chí Minh,4.794005,False,0.0,1.0
549351870,Phượt Thủ Việt,Hà Nội,4.822866,True,1.0,0.0
483238610,CHG - Official Store,Hà Nội,4.842745,True,1.0,0.0
74845534,AnnaTrinh Shop,Khánh Hòa,4.950094,True,0.0,0.0
419549749,THANH THANH SÀI GÒN,TP. Hồ Chí Minh,4.859731,True,1.0,0.0
784316811,MinhHG_Slingshot,TP. Hồ Chí Minh,4.847756,True,0.0,0.0
104592083,mayshow.vn,Nước ngoài,4.757822,True,0.0,0.0
594804141,VoiSportSaiGon,TP. Hồ Chí Minh,4.911573,False,0.0,0.0
779580460,Hà Nội Supplements Store,Hà Nội,4.919489,True,1.0,0.0
626226854,Tây Nguyên Slingshot,Hà Nội,4.72154,False,0.0,0.0
409519706,Phụ_Kiện_Vali,Hà Nội,4.817734,False,0.0,0.0
78534535,SƠN HÀ BÓNG BÀN,Hòa Bình,4.824643,True,0.0,0.0
391756,Buôn Rẻ,Hà Nội,4.837604,True,0.0,1.0
174488449,PhukienH2,Hà Nội,4.774629,True,0.0,0.0
2876770,LuckyDecor Shop Bong Bóng,Hà Nội,4.872746,True,0.0,1.0
10362464,The Gym Shop,Hà Nội,4.93281,True,0.0,1.0
74766625,Zelk Sport,Hà Nội,4.92378,True,0.0,0.0
375023385,Tổng Kho RineSports (Sỉ vs Lẻ),TP. Hồ Chí Minh,4.843496,True,0.0,1.0
854413890,Cửa hàng thương hiệu máy ảnh,Nước ngoài,4.748663,False,0.0,0.0
611873952,Vua Phượt - Cắm Trại,Hà Nội,4.780294,True,1.0,0.0
421976056,Phukiendieu22,Hà Nội,4.634512,False,0.0,0.0
546005542,AEslingshot - Camping Phượt,Hà Nội,4.781001,True,1.0,0.0
62493077,Phụ Kiện Gym SENA,Hà Nội,4.88901,True,0.0,1.0
783575819,LE Sports & Outdoors,Nước ngoài,4.659222,False,0.0,0.0
38201633,Phụ Kiện Thủ Công Handmade,Hà Nội,4.92912,True,1.0,0.0
234709994,Dita Store (Chuyên Sỉ),TP. Hồ Chí Minh,4.82398,True,0.0,0.0
263113243,Nón Mũ Thời Trang Nam Nữ,TP. Hồ Chí Minh,4.849415,False,1.0,0.0
453115883,enjoysports.vn,Nước ngoài,4.85698,False,0.0,0.0
35327072,Đạt_Sport,Hà Nội,4.888643,True,0.0,1.0
42444540,Giày xinh boutique,Hà Nội,4.846068,True,1.0,1.0
184983432,Giá Xưởng Cửa Khẩu.[sơn liễu],Hưng Yên,4.610936,False,1.0,1.0
31982992,giày đá bóng cao cấp,Hà Nội,4.681018,True,0.0,0.0
57459908,Shop thể thao 247 Max Rẻ,Hà Nội,4.831008,True,1.0,0.0
546972797,GYMEE,Hà Nội,4.900351,True,0.0,0.0
145252892,fashionbonmua online,Hà Nội,4.828943,True,0.0,0.0
530524708,ypycy.vn,Nước ngoài,4.822476,True,0.0,0.0
579738849,Tình Ngọc Store,Bắc Giang,4.89406,True,0.0,0.0
450374365,Đồ Tập Nét,Hà Nội,4.91877,True,0.0,0.0
253006597,KUNO SPORT Official,Hà Nội,4.92994,True,0.0,0.0
199633236,Vinhthuan.shop,TP. Hồ Chí Minh,4.836805,False,1.0,0.0
158011666,Sỉ Balo Cặp Sách,Hà Nội,4.878275,True,0.0,0.0
